sentiment_score,cluster,death,damage,rescue,collapse
-0.08333333333333333,1,0,0,0,0
0.0,0,0,0,0,0
0.1,2,0,0,0,0
0.0,1,0,0,0,0
0.3666666666666667,1,0,0,0,0
0.2314285714285714,1,0,0,0,0
0.018181818181818174,3,0,0,0,0
-0.10000000000000002,1,0,0,0,0
-0.25,1,0,0,0,0
0.2,1,0,0,0,0
0.15238095238095237,1,0,0,0,0
-0.2,2,1,0,0,0
-0.1,1,0,1,0,0
-0.25,1,0,0,0,0
0.1910714285714286,1,0,0,0,0
0.3653409090909091,1,0,0,0,0
0.46875,0,0,0,0,0
0.010416666666666666,1,0,0,0,0
0.0,1,0,1,0,0
0.3,2,0,0,0,0
0.22916666666666666,1,0,0,0,0
0.5,2,0,0,0,0
0.15000000000000002,2,0,0,0,0
-0.07013888888888889,1,0,0,0,0
0.5,1,0,0,0,0
0.0,2,0,0,0,0
0.0,1,0,0,0,0
-0.06666666666666667,3,0,0,0,0
-0.55,1,0,0,0,0
-0.008333333333333331,1,0,0,0,0
0.13333333333333333,1,0,0,0,0
-0.15555555555555556,2,0,0,0,0
-0.125,3,0,1,0,0
0.16666666666666666,1,0,0,0,0
-0.5,1,0,0,0,0
0.6,3,0,0,0,0
0.09999999999999998,1,0,0,0,0
0.03333333333333335,1,0,0,0,0
0.24833333333333335,3,0,1,0,0
-0.04166666666666668,2,0,0,0,0
0.21428571428571427,1,0,0,0,0
0.1166666666666667,2,0,0,0,0
-0.10833333333333334,1,0,0,0,0
0.25,1,0,0,0,0
0.12842857142857142,1,0,0,0,0
0.06458333333333333,1,0,0,0,0
-0.26666666666666666,1,0,0,0,0
0.125,1,0,0,0,0
0.3523809523809524,1,0,0,0,0
0.08333333333333333,1,0,0,0,0
0.02121212121212121,3,0,0,0,0
0.007142857142857141,1,0,0,0,0
-0.15,1,0,0,0,0
0.0,3,0,0,0,0
0.1490909090909091,2,0,0,0,0
0.25000000000000006,1,0,0,0,0
-0.029166666666666667,1,0,0,0,0
0.5,1,0,0,0,0
0.125,1,0,0,0,0
0.08583333333333333,0,0,0,0,0
-0.12166666666666666,1,0,0,0,0
0.25,1,0,0,0,0
0.3666666666666667,3,0,0,0,0
0.15,1,0,0,0,0
0.335,1,0,0,0,0
0.0,0,0,0,0,0
0.34375,1,0,0,0,0
0.0,0,0,1,0,0
0.0,1,0,0,0,0
0.21666666666666667,1,0,0,0,0
0.04895833333333334,1,0,0,0,0
-0.03125,1,0,1,0,0
0.19545454545454544,3,0,0,0,0
0.17777777777777778,1,0,1,0,0
0.1,1,0,0,0,0
0.0,1,0,0,0,0
-0.3,1,0,0,0,0
0.16874999999999998,2,0,0,0,0
0.0,1,0,0,0,0
0.15833333333333333,1,0,1,0,0
0.0,2,0,0,0,0
0.19999999999999998,1,0,0,0,0
0.0,3,0,1,0,0
